,Datum,Lufttemperatur,Regen in 1 h,Regen in 24 h,Regen in 48 h,Anzahl Stationen,Anzahl Messungen
285,2021-01-27,0.3769435028248589,0.06832391713747657,0.42350282485875607,1.3549529190207084,121,2655
286,2021-01-28,6.961030509118546,0.38487841945288953,11.56648936170216,12.037234042553191,120,2632
287,2021-01-29,9.749328593628595,0.3249417249417252,9.153069153069152,20.797591297591268,119,2574
288,2021-01-30,7.116861391650094,0.12580516898608257,7.812962226640183,17.07117296222663,112,2515
289,2021-01-31,5.48318450039339,0.12997639653815818,5.115892997639648,12.816050354051859,114,2542
290,2021-02-01,7.693300437723849,0.1741345005968951,4.973497811380808,10.007003581376816,113,2513
291,2021-02-02,10.087995693779888,0.019298245614035106,2.765470494417844,7.790430622009583,115,2508
292,2021-02-03,10.70907595789473,0.24446315789473608,4.174821052631588,6.952589473684202,110,2375
293,2021-02-04,8.128085367825394,0.016895715440582056,5.039773645917553,9.281891673403395,115,2474
294,2021-02-05,9.229689438452958,0.001264410561547044,0.26917069542580835,4.846857567869106,126,2689
295,2021-02-06,7.660970158988975,0.00578883000407664,0.4868324500611524,0.7757847533632332,123,2453
296,2021-02-07,6.152166351295775,0.035540929658576824,0.6438502673796804,1.2045248868778318,112,2431
297,2021-02-08,1.9862453365774493,0.08929440389294356,2.5059205190592,3.160340632603396,107,2466
298,2021-02-09,0.7745268693508623,0.04239934264585064,1.7029580936729651,4.2145439605587525,107,2434
299,2021-02-10,-3.774999999999995,0.009631490787269678,1.1138190954773786,2.854355108877725,106,2388
300,2021-02-11,-4.639469416666663,0.00875,0.15674999999999983,1.2029166666666578,112,2400
301,2021-02-12,-5.1331761648055485,0.11097420100115515,1.0134000770119376,1.086638428956488,123,2597
302,2021-02-13,-4.54904400147656,0.01173864894795127,0.9339239571797696,1.8750092284975937,125,2709
303,2021-02-14,-3.827103375977252,0.010234541577825154,0.5870646766169182,1.5243070362473266,130,2814
304,2021-02-15,0.2798131697200158,0.07466297960594477,0.8587625302454208,1.4284134116833735,130,2893
305,2021-02-16,5.978609817578767,0.07615257048092879,3.156749585406298,3.9576782752902107,139,3015
306,2021-02-17,7.683868002671995,0.036406145624582574,1.6191716766866877,4.7159652638610625,138,2994
307,2021-02-18,6.483371522309705,0.0021653543307086614,0.12204724409448736,1.7275590551180877,134,3048
308,2021-02-19,10.345702468312188,0.002134756504336225,0.133355570380251,0.24916611074049738,137,2998
309,2021-02-20,9.669181453469264,0.0012495889510029596,0.04071029266688602,0.17632357777046812,136,3041
310,2021-02-21,10.022344267100978,0.0008469055374592835,0.03739413680781766,0.0747882736156351,136,3070
311,2021-02-22,9.858406506960158,0.0003884752347037876,0.021042408546455192,0.059695694399481934,139,3089
312,2021-02-23,11.990700470002782,0.0016035388443461432,0.016367155100912373,0.036273154547968006,141,3617
313,2021-02-24,12.398634148665804,0.0010165184243964421,0.03665819567979671,0.05324015247776365,141,3148
314,2021-02-25,11.817875637755119,0.00025510204081632655,0.05561224489795917,0.09406887755102035,142,3136
315,2021-02-26,9.852916168996193,0.00025412960609911054,0.06156289707750955,0.12058449809402784,141,3148
316,2021-02-27,7.941170185943918,0.008635360857232903,0.14005672864796714,0.2197919949574538,140,3173
317,2021-02-28,4.975059816919189,0.0010732323232323234,0.24715909090909105,0.3687500000000015,142,3168
318,2021-03-01,6.443443422291982,0.0015070643642072213,0.04282574568288856,0.3166091051805339,140,3185
319,2021-03-02,8.851062496080264,6.271558482282848e-05,0.025399811853245535,0.06710567576042643,144,3189
320,2021-03-03,8.331457371895624,0.0009430996541967936,0.014397988054071047,0.039547312165985546,141,3181
321,2021-03-04,9.426543497336276,0.06386712629269803,0.5776872453776248,0.5909746161078034,143,3191
322,2021-03-05,5.735645492063496,0.04050793650793661,2.432190476190469,3.064126984126965,139,3150
323,2021-03-06,4.433251853005304,0.006976019931485517,1.0148863282466476,3.3805668016194264,142,3211
324,2021-03-07,6.026747290640399,0.0004926108374384237,0.08700738916256145,1.098091133004921,143,3248
325,2021-03-08,4.945391914498146,0.0005576208178438661,0.08692688971499375,0.1762701363073107,142,3228
326,2021-03-09,4.06034941140025,0.006753407682775711,0.16301115241635675,0.25340768277571196,146,3228
327,2021-03-10,7.2581709312976965,0.0031145038167938927,0.04012213740458018,0.10406106870229011,143,3275
328,2021-03-11,10.793703293807637,0.25079051383399276,2.3810276679841933,2.4227272727272764,138,3036
329,2021-03-12,9.512521302356017,0.06505235602094242,8.535143979057587,11.063808900523558,137,3056
330,2021-03-13,8.704638402915851,0.33538767395626357,4.969052352551346,13.570775347912472,136,3018
331,2021-03-14,4.361991186001293,0.3249513933895035,14.514581983149661,19.60401814646791,134,3086
332,2021-03-15,5.349176066427867,0.11963529794854962,5.932725496580921,20.579420384239622,134,3071
333,2021-03-16,4.754179812963561,0.10802966784908058,2.889906481780078,8.804127700741644,139,3101
334,2021-03-17,3.8220093388960144,0.1931964056482677,3.8829910141206536,6.818677792041078,140,3116
335,2021-03-18,3.238475142135183,0.013708149084017698,2.4385975994946145,6.166140240050513,139,3166
336,2021-03-19,2.488457700787398,0.0670866141732281,0.8068031496062985,3.3382047244094273,142,3175
337,2021-03-20,2.2277470963624797,0.004786215698787489,1.5614550095724185,2.3636885768985363,142,3134
338,2021-03-21,3.2346742082925206,0.003199477636304276,0.12425726412014308,1.7189683317009354,134,3063
339,2021-03-22,4.210832065040655,0.0011056910569105694,0.06543089430894293,0.18998373983739794,139,3075
340,2021-03-23,6.824338422553063,0.013367120684193856,0.19987329743427304,0.2658219828951538,146,3157
341,2021-03-24,8.81697783312579,0.004047322540473225,0.19819427148194277,0.24713574097135774,143,3212
342,2021-03-25,10.558783591811416,0.00303970223325062,0.05769230769230773,0.10632754342431759,145,3224
343,2021-03-26,11.832306722428743,0.007311028500619575,0.03339529120198269,0.11449814126394016,143,3228
344,2021-03-27,9.90040436570708,0.09952546662448562,4.397658968680794,4.436760518823155,145,3161
345,2021-03-28,10.161000644537557,0.014308733483725428,0.7577827908475685,5.200902352562036,141,3103
346,2021-03-29,13.024327576687103,0.002147239263803681,0.16294478527607364,0.9251533742331297,146,3260
347,2021-03-30,14.827793788437866,0.0007380073800738007,0.04452644526445267,0.2100246002460025,147,3252
348,2021-03-31,16.662184501389298,0.012040753318925594,0.10348873108984254,0.14732942266131527,145,3239
349,2021-04-01,17.771978207489266,0.004297114794352364,0.3165131982811543,0.4259054634745246,146,3258
350,2021-04-02,13.519059275184265,0.0063882063882063885,0.0776412776412777,0.39213759213759264,144,3256
351,2021-04-03,8.00093588648155,0.00024412572474824537,0.10826975892584677,0.19987793713762592,146,3277
352,2021-04-04,8.503472188264048,0.005867970660146699,0.048044009779951095,0.16436430317848416,145,3272
353,2021-04-05,8.126774009216573,0.04337941628264212,0.26642089093701965,0.3110291858678953,145,3255
354,2021-04-06,2.6671538040170426,0.02270237370663427,1.7103469263542257,1.9890444309190491,145,3286
355,2021-04-07,2.774481042506983,0.03257834315854799,0.7270245113248537,2.4674526838349213,142,3223
356,2021-04-08,7.002100094043881,0.001567398119122257,0.5035109717868367,1.2300940438871484,140,3190
357,2021-04-09,10.214341116594696,0.0023442319555829734,0.1399136335595311,0.632695866748923,142,3242
358,2021-04-10,13.749881823860086,0.0009369144284821987,0.16308557151780104,0.31386633354153615,138,3202
359,2021-04-11,14.154995589988069,0.135637663885578,0.7958680969408016,0.9331744139849016,140,2517
360,2021-04-12,5.696335219728095,0.3171672462851741,12.652734745494772,13.379892507113487,143,3163
361,2021-04-13,4.369492731209404,0.04021033096195493,2.0271574389112077,14.833034333436375,144,3233
362,2021-04-14,5.091740458254858,0.003954802259887004,0.4650973006905243,2.4747645951035695,142,3186
363,2021-04-15,5.032023250705991,0.011295889551302165,0.2940069030436159,0.7263884530906842,141,3187
364,2021-04-16,5.554182044025166,0.020188679245283014,0.5675471698113276,0.874779874213835,142,3180
365,2021-04-17,6.473710336160837,0.0004398366321080741,0.2568017593465285,0.8447376688658479,140,3183
366,2021-04-18,8.305280000000016,0.0033280000000000007,0.05919999999999968,0.3429760000000069,138,3125
367,2021-04-19,8.40318518635501,0.003790271636133921,0.08976626658243843,0.1483891345546414,140,3166
368,2021-04-20,11.510100663926638,0.006070186531773631,0.06911160290863091,0.16187164084729636,143,3163
369,2021-04-21,13.030348537111154,0.001416692331382815,0.020757622420696033,0.08413920542038789,148,3247
370,2021-04-22,12.852264094159686,0.010905840286054826,0.13146603098927273,0.156912991656734,149,3356
371,2021-04-23,12.547234484777508,0.00468384074941452,0.3249414519906325,0.4647540983606576,153,3416
372,2021-04-24,14.28911064458905,0.005322294500295683,0.2714370195150801,0.59349497338853,151,3382
373,2021-04-25,14.167302219556067,0.004979004199160169,0.17276544691061785,0.4511097780443928,148,3334
374,2021-04-26,13.32286367995207,0.0011387473778843272,0.11435421036859432,0.22858855259214883,148,3337
375,2021-04-27,13.39986410639568,0.0017931858936043037,0.04728033472803351,0.16204423191870862,149,3346
376,2021-04-28,14.81762134661834,0.041606280193236735,0.18707729468599005,0.2277777777777776,149,3312
377,2021-04-29,13.5071727765381,0.043034746573159186,3.172521517373287,3.3742429072362228,142,3137
378,2021-04-30,8.538040442092148,0.22970112079701324,3.3067247820672496,6.3677459526774545,147,3212
379,2021-05-01,7.625881189959686,0.34428261543228866,8.14155562441896,11.50058878215057,140,3227
380,2021-05-02,9.432365289765734,0.31923551171393466,15.001479654747193,23.098705302096167,148,3244
381,2021-05-03,10.855952730582512,0.012621359223300977,2.8065533980582527,17.657827669902893,145,3296
382,2021-05-04,12.901105244643423,0.1691717300927406,2.113463383434599,4.867284937639938,150,3127
383,2021-05-05,11.038374346016623,0.2170035671819263,6.439536266349596,8.447919143876359,151,3364
384,2021-05-06,9.992935238959467,0.3528735632183926,5.331034482758616,11.74113732607379,149,3306
385,2021-05-07,10.25247270237369,0.4756542909312261,17.62933657942788,23.02191113816189,155,3286
386,2021-05-08,13.635669117203989,0.025911419102139215,3.1296776137391125,20.670563422717713,150,3319
387,2021-05-09,20.829449542124514,0.0032356532356532363,0.11623931623931595,3.139682539682573,146,3276
388,2021-05-10,16.523459103469435,0.17439361375498832,1.0661958857844631,1.211421553576912,146,3257
389,2021-05-11,12.290878143999999,0.3473280000000019,8.54982400000002,9.667775999999987,143,3125
390,2021-05-12,13.371953303542933,0.05438876476220872,5.210277689115871,13.486179380785215,146,3133
391,2021-05-13,12.564241703470039,0.009779179810725541,0.22145110410094776,5.541514195583644,144,3170
392,2021-05-14,12.022357250234899,0.04315690573128726,0.6693391794550585,0.9293454431569074,144,3193
393,2021-05-15,11.047202255871442,0.0782447466007413,1.366934487021013,2.014894932014826,147,3236
394,2021-05-16,11.52173292721025,0.2845985629490793,4.571009059668844,5.969009684473598,143,3201
395,2021-05-17,11.76217048471752,0.15690027786353697,7.876134609447383,12.466069774621799,146,3239
396,2021-05-18,12.784755162703387,0.0888610763454314,4.4052565707134095,12.169649561952454,144,3196
397,2021-05-19,11.998996999062232,0.0607064707721163,0.9069709284151357,5.320850265708044,145,3199
398,2021-05-20,13.323721575342438,0.026836861768368626,1.494956413449554,2.3784557907845403,145,3212
399,2021-05-21,11.833125209822782,0.22461921044451347,1.5726453217283192,3.0500466272925113,143,3217
400,2021-05-22,13.815187821872145,0.06688882156922137,7.5685549833383945,9.223932141775165,146,3301
401,2021-05-23,14.016242079951933,0.024586714758040328,1.2469492034866203,8.695942290351631,149,3327
402,2021-05-24,13.724928858255895,0.018879232843871753,0.3250224752771967,1.559604435121361,146,3337
403,2021-05-25,12.96642414523449,0.025960665658093834,1.0083509833585482,1.2945839636913776,147,3305
404,2021-05-26,13.563728772877289,0.0050405040504050355,0.2544854485448578,1.2730273027302692,147,3333
405,2021-05-27,13.809811390487717,0.1338382308391396,2.6130263556498017,2.863556498030888,149,3301
406,2021-05-28,15.640923602853755,0.004221165279429251,1.635255648038049,4.256064209274682,147,3364
407,2021-05-29,17.806900269622513,0.0023966446974236074,0.09155182744158168,1.7049131216297182,147,3338
408,2021-05-30,17.405434679334927,0.012114014251781472,0.4013657957244657,1.1623515439429937,149,3368
409,2021-05-31,18.634820112726175,0.020706021951943047,0.45096410560664507,0.9674280628893489,150,3371
410,2021-06-01,20.92927144574692,0.004688908926961226,0.33086865043582825,0.6863841298467087,152,3327
411,2021-06-02,20.8049357185809,0.002826217678893565,0.10006013229104016,0.40457005411906244,150,3326
412,2021-06-03,22.47775435709936,0.030834856794637433,0.2529555149299202,0.360938452163316,148,3282
413,2021-06-04,21.837613923267323,0.039480198019802085,0.8724628712871229,1.1170173267326664,150,3232
414,2021-06-05,17.54369958159001,0.26218216929514143,6.511361441905377,7.354039266173165,141,3107
415,2021-06-06,17.16630044094488,0.02028346456692916,2.7663622047244543,9.271181102362133,144,3175
416,2021-06-07,17.38353894261768,0.07330754352030938,1.0213410702772379,3.8235976789168387,138,3102
417,2021-06-08,18.88607257289327,0.247805190644024,4.302467157962187,5.370330022428688,141,3121
418,2021-06-09,19.810237662337613,0.10038961038961002,8.566428571428563,13.046428571428585,140,3080
419,2021-06-10,20.412837418655094,0.012002892263195952,0.8629790310918295,9.173825018076634,139,2766
420,2021-06-11,22.669444939141517,0.0435618193465727,0.6083920563741191,1.5366431774503526,141,3122
421,2021-06-12,23.358890519974633,0.00228281547241598,0.6336081166772363,1.3912492073557396,141,3154
422,2021-06-13,23.063032815964487,0.0019638897687678175,0.1550205891669304,0.5362686094393416,141,3157
423,2021-06-14,23.091024413443265,0.028979074191502856,0.10957514267596696,0.26531388712745724,141,3154
424,2021-06-15,24.927687954110954,0.0031867431485022315,0.18138942001274694,0.26736775015933695,140,3138
425,2021-06-16,26.381082687927087,0.004490725675235926,0.09248291571753982,0.24744549300357993,138,3073
426,2021-06-17,27.443920163398666,0.016013071895424842,0.11928104575163427,0.196797385620915,139,3060
427,2021-06-18,27.484485008130044,0.03674796747967481,0.22978861788617894,0.3422439024390246,136,3075
428,2021-06-19,26.730668776508985,0.009070146818923326,1.288026101141917,1.5357259380097843,136,3065
429,2021-06-20,23.48697015364499,0.23255966001961495,1.2434782608695658,2.5479568486433415,139,3059
430,2021-06-21,21.12321606910041,0.2702737940026094,7.428357235984356,8.68337679269883,140,3068
431,2021-06-22,19.547754385382063,0.34631229235880584,9.74511627906979,17.03993355481725,139,3010
432,2021-06-23,20.488457032507227,0.14019954940457027,5.505374959768291,15.082845188284484,143,3107
433,2021-06-24,18.446367834595982,0.0801767676767674,4.3102904040404075,9.720643939393941,145,3168
434,2021-06-25,19.393489177215194,0.005632911392405062,1.0676582278480955,5.328164556962028,140,3160
435,2021-06-26,21.404105290841624,0.003032178217821782,1.488428217821781,2.525866336633651,144,3232
436,2021-06-27,23.114678295524254,0.12096873083997553,0.7459227467811173,2.2759043531575682,147,3262
437,2021-06-28,21.789967551892524,0.24835164835164844,6.498778998779005,7.284004884004912,147,3276
438,2021-06-29,18.948851838347014,0.6011546642357958,14.89322394408992,21.492069279854093,147,3291
439,2021-06-30,16.200513524962165,0.15183055975794169,11.585960665658149,26.460030257186006,148,3305
440,2021-07-01,17.978222831749903,0.014036163040147116,2.4906527735212802,14.062825620594595,145,3263
441,2021-07-02,20.593457998764677,0.07041383570104998,0.24910438542310157,2.6998764669549224,148,3238
442,2021-07-03,19.62658447319775,0.09999999999999973,0.9487369069624141,1.149722735674675,147,3246
443,2021-07-04,18.72803017934446,0.15231910946196625,3.903092145949288,4.891898577612865,143,3234
444,2021-07-05,19.8978244451391,0.08477649265395441,3.8733979368553015,7.820443888715269,145,3199
445,2021-07-06,18.680315256892243,0.1855889724310783,2.3718045112782002,6.251441102756894,143,3192
446,2021-07-07,19.016565112640777,0.06539424280350435,5.469586983729657,7.924405506883672,146,3196
447,2021-07-08,18.485625460218397,0.056287051482059154,2.0514820592823706,7.510078003120132,146,3205
448,2021-07-09,20.385044504276205,0.03287931580614511,1.8793791574279215,4.175102945834653,147,3157
449,2021-07-10,20.60291605220232,0.43360522022838494,1.855660685154975,3.606460032626416,140,3065
450,2021-07-11,20.210384364713633,0.07807768268597756,12.43607636603028,14.447333772218558,137,3038
451,2021-07-12,20.758076605504606,0.1988859764089122,1.0251638269986934,13.393053735255602,137,3052
452,2021-07-13,15.959176264462853,0.6670413223140497,22.3864462809917,23.449719008264392,134,3025
453,2021-07-14,16.933121272430665,0.15112561174551384,6.445089722675432,28.898792822185857,137,3065
454,2021-07-15,16.809636485602084,0.4333769633507885,15.57513089005237,22.19829842931939,135,3056
455,2021-07-16,18.663599769963803,0.35596450870851193,7.345842918172864,23.14058494906335,135,3043
456,2021-07-17,19.951531575520793,0.017122395833333335,6.126497395833391,13.583658854166773,135,3072
457,2021-07-18,22.732302156862687,0.013790849673202625,0.41267973856209217,6.487058823529455,136,3060
458,2021-07-19,23.257496408749603,0.639960822722821,9.32771792360432,9.74743715311787,136,3063
459,2021-07-20,22.21365949693649,0.5960657852305711,27.491131892937688,37.0177362141244,138,3101
460,2021-07-21,22.4521611858974,0.5340064102564103,14.532660256410239,42.37176282051276,138,3120
461,2021-07-22,23.26519728857324,0.10413169786959324,20.713976759199475,35.700322788895996,138,3098
462,2021-07-23,24.32483415584415,0.005649350649350649,0.6681818181818189,21.664512987013016,136,3080
463,2021-07-24,22.1707595480586,0.12246976448122192,1.1775938892425208,1.8470401018459552,136,3142
464,2021-07-25,19.5070071290323,0.43967741935483995,11.861483870967723,13.102064516128946,137,3100
465,2021-07-26,20.04285951534736,0.05117932148626813,7.638449111470142,19.62009693053304,137,3095
466,2021-07-27,21.180519728769816,0.053277365192121375,1.6233128834355715,9.001485308362994,138,3097
467,2021-07-28,20.971645319561013,0.09199483537766284,2.2872821174951548,3.84564234990316,138,3098
468,2021-07-29,22.24447309055751,0.061875604253947794,1.3585562359007348,3.695778279084756,136,3103
469,2021-07-30,21.02305489306545,0.4254698639014936,12.9956578094621,14.424692158133533,136,3086
470,2021-07-31,20.58994761595846,0.06895880635744403,8.309892961401282,21.65838469023664,137,3083
471,2021-08-01,15.886410543337627,0.4056274256144916,11.562807244501933,19.804592496765803,135,3092
472,2021-08-02,17.639074372350876,0.19999999999999987,7.605673296380871,19.541245516791612,136,3067
473,2021-08-03,15.907677271247183,0.386225985021168,12.429664604363406,19.792608270921466,133,3071
474,2021-08-04,16.214074470166256,0.47981741115096366,16.60609716335184,29.527681773720342,135,3067
475,2021-08-05,17.7053036905147,0.5174490126254472,32.11103917125273,49.095532534800945,136,3089
476,2021-08-06,19.915948756058146,0.3378998384491124,23.960452342487585,56.839806138933916,138,3095
477,2021-08-07,17.283074388254484,0.5854486133768368,15.6467862969005,40.00339314845003,131,3065
478,2021-08-08,18.684753203252022,0.5895284552845532,26.716617886178735,42.77190243902441,136,3075
479,2021-08-09,18.95643309352524,0.9566383257030732,29.03302812295609,56.23158927403543,139,3058
480,2021-08-10,21.135573293243702,0.47718429430491704,19.644570215776405,50.7842943049167,137,2827
481,2021-08-11,23.848531744487605,0.3957846952010376,10.709533073929956,22.577626459143968,139,3084
482,2021-08-12,25.34193087994765,0.48446189074255835,19.87242394504414,31.240562643114178,141,3057
483,2021-08-13,26.101317741935485,0.0013548387096774194,4.233612903225812,23.432387096774132,141,3100
484,2021-08-14,26.967665931928703,0.0007779578606158833,0.04453808752025932,4.34307941653161,138,3085
485,2021-08-15,25.50805990976478,0.014631002255881412,0.31691911053818905,0.3615211086045768,136,3103
486,2021-08-16,21.64575308446692,0.2895286301803229,3.3070547295159782,3.627269851312877,138,3161
487,2021-08-17,18.655332134831454,0.017463884430176584,6.102536115569964,9.513065810594005,141,3115
488,2021-08-18,18.95931896162532,0.0007739438890680425,0.0898419864559818,6.024766204450316,140,3101
489,2021-08-19,20.653443829787246,0.00281505728314239,0.04779050736497545,0.13643207855973816,140,3055
490,2021-08-20,20.857396417445486,0.0012461059190031155,0.06583592938733131,0.11028037383177565,137,1926
491,2021-08-21,22.750155778414534,0.0007640878701050621,0.048328557784145194,0.12282712511938883,137,1047
492,2021-08-22,20.156510018552858,0.08719851576994446,2.743599257884974,2.790166975881262,139,1078
493,2021-08-23,18.820367262969576,0.0005366726296958856,0.8046511627907031,3.0016100178890865,138,1118
494,2021-08-24,18.68029845094665,0.0068846815834767644,0.1516351118760757,0.4344234079173813,137,1162
495,2021-08-25,18.493905773195866,0.017731958762886597,0.27134020618556687,0.46020618556701026,139,970
496,2021-08-26,17.536097868480702,0.03011337868480731,0.32671201814059064,0.544489795918371,140,2205
497,2021-08-27,17.231921781534474,0.006892067620286083,0.5254226267880456,0.7933029908972731,139,3076
498,2021-08-28,16.085103299575305,0.09356419470761185,0.3018621365566812,0.8254165305455784,139,3061
499,2021-08-29,15.566688356620084,0.007318695941450425,0.9144377910844869,1.1767132401862836,136,3006
500,2021-08-30,16.762192798421566,0.00841828345938835,0.12640578756987692,1.2133508714238677,140,3041
501,2021-08-31,16.95107323117058,0.01304206064558199,0.3355070101075971,0.4630583632213918,140,3067
502,2021-09-01,17.753000888742587,0.06405529953917051,0.42613561553653595,0.7599736668861085,141,3038
503,2021-09-02,18.680881767411297,0.0008541392904073588,1.2773324572930338,1.6961892247043269,142,3044
504,2021-09-03,20.30712549019611,0.002418300653594771,0.06790849673202612,1.338235294117646,140,3060
505,2021-09-04,21.200768177403674,0.23217869860796372,0.985755908060861,1.0528973777921657,138,3089
506,2021-09-05,21.67232768687839,0.04311838306063523,1.1775425088225866,1.5927494385627181,140,3117
507,2021-09-06,21.70509613294986,0.0037072547139661233,0.3159475870885268,1.7927133269415136,141,3129
508,2021-09-07,20.744097309417022,0.0012171684817424728,0.031966688020499734,0.3957719410634231,141,3122
509,2021-09-08,20.842266444132132,0.0010541110330288123,0.2521433591004919,0.2721714687280394,142,2846
510,2021-09-09,21.95728119961308,0.006707513705256367,0.42753950338600544,0.6861657529829098,141,3101
511,2021-09-10,20.071351790281327,0.019117647058823555,0.31061381074168826,0.7368925831202083,139,3128
512,2021-09-11,19.384729784496617,0.010099710517851395,0.804631714377614,1.13033129623673,139,3109
513,2021-09-12,19.649693245416504,0.001286587327114828,0.14049533612093876,0.9390800900611141,139,3109
514,2021-09-13,20.556727759845035,0.0016139444803098773,0.04435119431891543,0.1871530019367334,139,3098
515,2021-09-14,21.074071705303272,0.004953953636074941,0.04261670371546517,0.08701174976182904,141,3149
516,2021-09-15,19.230573240800535,0.08398967075532572,2.1581665590703625,2.201872175597152,137,3098
517,2021-09-16,19.203005599493803,0.08067067383739265,3.2768111357165437,5.460423916482106,141,3161
518,2021-09-17,18.896774779319053,0.006052963430012606,0.8546658259772937,4.147919293820924,141,3172
519,2021-09-18,17.560365604291523,0.004228463237614388,0.06784474597664863,0.9358788261281086,140,3169
520,2021-09-19,13.906726513240837,0.15586380832282432,2.1843001261034036,2.233354350567465,139,3172
521,2021-09-20,15.11118107852409,0.010280668558814246,3.6339325134027463,5.854619993692839,141,3171
522,2021-09-21,15.533189206149979,0.007216818324443045,0.25836209601506355,3.8582365861311843,141,3187
523,2021-09-22,14.156314204902564,0.0021370207416719048,0.14538026398491408,0.4018856065367763,143,3182
524,2021-09-23,15.493102169559425,0.003004005340453938,0.08364485981308414,0.23444592790387186,143,2996
525,2021-09-24,17.632603059852077,59.0259246805649,812.4051109616687,812.4869535978492,143,2974
526,2021-09-25,18.57796091669246,0.7441932486838018,511.2945184267552,1260.1210281821038,142,3229
527,2021-09-26,18.826268831168814,0.19398162812797062,7.472537218878692,523.2777953753545,141,3157
528,2021-09-27,17.971788249999975,0.015625000000000024,4.272437500000038,10.810875000000046,142,3200
529,2021-09-28,15.82197874922221,0.04766645924082127,1.8043559427504674,5.639639079029281,143,3214
530,2021-09-29,15.1816693688119,0.1951732673267328,3.314418316831685,5.118007425742583,143,3232
531,2021-09-30,12.881090656565686,0.00321969696969697,6.607196969697106,10.20675505050528,142,3168
532,2021-10-01,14.023278848560683,0.0018773466833541927,0.08811013767208985,6.638735919899986,143,3196
533,2021-10-02,17.71323264150939,0.007987421383647799,0.07584905660377358,0.16616352201257822,142,3180
534,2021-10-03,16.506882038216563,0.11630573248407611,0.8572611464968157,0.9345859872611475,138,3140
535,2021-10-04,12.279980707908168,0.062499999999999625,5.13807397959184,6.055931122448991,137,3136
536,2021-10-05,13.365057212160426,0.13389391979301316,5.342561448900398,10.498835705045323,139,3092
537,2021-10-06,11.720895388113018,0.1327054238389083,5.777655082819118,11.323676518350121,139,3079
538,2021-10-07,11.892178580771773,0.031916285153695316,3.7701111837802443,9.624198822759997,136,3058
539,2021-10-08,12.151421125849268,0.010287932707861526,0.2400517631834357,3.9717243610482074,141,3091
540,2021-10-09,11.090106468474389,0.004246978111728191,0.137732767069585,0.3798105194380927,139,3061
541,2021-10-10,9.612678731582317,0.004163997437540033,0.12472773862908333,0.2605381165919289,140,3122
542,2021-10-11,9.193238867059597,0.0019646365422396864,0.0764898493778648,0.20517354289456452,141,3054
543,2021-10-12,11.098996543624175,0.005100671140939597,0.05201342281879193,0.1295302013422812,137,2980
544,2021-10-13,10.199481050390336,0.06011355571327159,1.7437189496096472,1.7986515259048907,139,2818
545,2021-10-14,8.356912434383188,0.002821522309711286,5.072572178477687,6.815157480314968,138,3048
546,2021-10-15,9.762091727092944,0.000922874093605801,1.6728411338167322,6.767040210942663,138,3034
547,2021-10-16,9.023251063829806,0.0015473887814313348,0.03932946486137983,1.6769825918761971,141,3102
548,2021-10-17,10.530538193760277,0.001116584564860427,0.044926108374384315,0.08558292282430187,137,3045
549,2021-10-18,11.005248896820252,0.0018818948734587934,0.028423101881894914,0.07358857884490581,139,3082
550,2021-10-19,12.78355592340148,0.0012982797792924377,0.07075624797143774,0.1000973709834467,136,3081
551,2021-10-20,14.142425203252058,0.01710569105691057,0.13606504065040634,0.2052682926829264,137,3075
552,2021-10-21,15.968398025250917,0.7591129815474266,22.038750404661688,22.178925218517286,140,3089
553,2021-10-22,10.435994977168956,0.017612524461839557,15.447390737116692,38.475016307892744,137,3066
554,2021-10-23,7.350528073572112,0.0025814778960955146,0.20567925137141008,15.516005162955695,141,3099
555,2021-10-24,8.534701697127943,0.0039164490861618795,0.087728459530026,0.2964099216710203,140,3064
556,2021-10-25,10.403562642740596,0.00045676998368678626,0.058205546492658834,0.146166394779771,139,3065
557,2021-10-26,11.3144142997382,0.002486910994764399,0.07643979057591593,0.13638743455497174,137,3056
558,2021-10-27,9.56759299967289,0.0009813542688910696,0.05345109584560038,0.13189401373895826,137,3057
559,2021-10-28,9.742860112174197,0.010623556581986144,0.15981524249422607,0.21346090399208156,137,3031
560,2021-10-29,8.810059103078999,0.00020080321285140566,0.18668005354752354,0.35394912985274535,132,2988
561,2021-10-30,7.907423368055561,0.02770833333333346,0.5227083333333351,0.7128472222222241,128,2880
562,2021-10-31,13.74289862789937,0.006076445606011103,0.9469454426657904,1.4630512904279638,133,3061
563,2021-11-01,10.7168153952843,0.2347434119278793,6.6976421636615795,7.621636615811373,129,2884
564,2021-11-02,8.270369559180867,0.031377993752169445,7.233182922596326,13.960360985768828,131,2881
565,2021-11-03,7.531455630550651,0.08319715808170493,2.9757726465364116,6.276376554174081,125,2815
566,2021-11-04,7.080351607142853,0.027857142857142893,1.9339999999999713,4.598857142857131,120,2800
567,2021-11-05,7.596998060648798,0.0214386459802539,1.318053596614951,3.258885754583922,126,2836
568,2021-11-06,5.704949390456276,0.010031347962382435,0.6118425635667095,1.5726227795193253,128,2871
569,2021-11-07,6.432036204529846,0.0037062457103637612,2.9319835277968487,3.5221688400823754,134,2914
570,2021-11-08,7.601938665290652,1.0589611283109734,1.9248710010319916,3.6198830409356644,135,2907
571,2021-11-09,3.7613102132049496,0.0007565337001375514,5.397661623108669,6.780605226960103,133,2908
572,2021-11-10,3.843233067092653,0.0022364217252396168,10.289243876464338,15.433013844515466,126,1878
